instance,c_optimal_value,2c_optimal_value,3c_optimal_value,4c_optimal_value,5c_optimal_value,6c_optimal_value,7c_optimal_value,8c_optimal_value,9c_optimal_value,10c_optimal_value,2c vs c,3c vs 2c,4c vs 3c,5c vs 4c,6c vs 5c,7c vs 6c,8c vs 7c,9c vs 8c,10c vs 9c ,,Valori medi,
119,87409548516,45196951571,45048079695,45019203689,45014752734,45014752734,45014752769,45014752719,45014752743,45014752702,"93,40%","0,33%","0,06%","0,01%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
120,120063124407,88047388713,86449164179,86372465223,86355385996,86355386001,86355386004,86355386010,86355386029,86355385995,"36,36%","1,85%","0,09%","0,02%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
121,117363434685,53795917293,53479453745,53442901554,53435359076,53434796081,53434796098,53434796098,53434796091,53434796091,"118,16%","0,59%","0,07%","0,01%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
122,150796083426,66966225696,62153492378,58574622751,58574622751,58574624567,58574624567,58574624655,58574624655,58574624576,"125,18%","7,74%","6,11%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
123,124460279244,62259596098,53511161927,53463692535,53453691022,53453691016,53453691023,53453691025,53453691012,53453691014,"99,91%","16,35%","0,09%","0,02%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
124,111076777863,78783441356,68299344682,68244666271,68226328863,68216884557,68213564522,68213564512,68213566380,68213564501,"40,99%","15,35%","0,08%","0,03%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
125,95798326047,54344728218,54229033339,54182605592,54178272346,54178272331,54178272350,54178272335,54178272335,54178272328,"76,28%","0,21%","0,09%","0,01%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
126,96554981888,50048570605,49911038362,49860470686,49858491936,49858491918,49858491926,49858493751,49858491949,49858492033,"92,92%","0,28%","0,10%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
127,90444143938,52555393164,52437339247,52405624303,52395512966,52386071557,52386071554,52386071557,52386071557,52386071521,"72,09%","0,23%","0,06%","0,02%","0,02%","0,00%","0,00%","0,00%","0,00%",,,
128,67806061252,45292444858,42245488367,42212155611,42194668555,42190501761,42186335050,42185505908,42185505906,42185505872,"49,71%","7,21%","0,08%","0,04%","0,01%","0,01%","0,00%","0,00%","0,00%",,,
129,68070561910,45747130314,43415413886,43365031940,43347940714,43347940704,43347940714,43347940704,43347940725,43347940729,"48,80%","5,37%","0,12%","0,04%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
130,"66013349377,0002",45568150610,44479468538,44449486936,44436148952,44436148952,44436148952,44436148952,44436148952,44436148952,"44,87%","2,45%","0,07%","0,03%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
131,93770266711,67181245783,67085449174,67037396283,67026322161,67026322161,67026322170,67026322170,67026322165,67026322165,"39,58%","0,14%","0,07%","0,02%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
132,89611298764,47041146839,46886373525,46853036512,46839709775,46839711557,46839711626,46839711690,46839711690,46839711629,"90,50%","0,33%","0,07%","0,03%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
133,88409145675,49527617390,49409299335,49386321048,49382319759,49382319759,49382317938,49382317938,49382317924,49382317924,"78,50%","0,24%","0,05%","0,01%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
134,64105081146,40497587900,40354153348,40327043671,40312824021,40312824021,40312824021,40312824021,40312824021,40312823903,"58,29%","0,36%","0,07%","0,04%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
135,63691067352,44558874913,44415383335,44359906946,44341950671,44341950657,44341950664,44341950668,44341950652,44341950652,"42,94%","0,32%","0,13%","0,04%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
136,114238326939,91191612707,91036832501,91013159509,91002826067,90994504630,90994504630,90994504630,90994504639,90994504633,"25,27%","0,17%","0,03%","0,01%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
137,100525086353,41693666249,41528363253,41494810802,41475921637,41467692656,41463914844,41460364828,41460364828,41460364828,"141,10%","0,40%","0,08%","0,05%","0,02%","0,01%","0,01%","0,00%","0,00%",,,
138,114163772874,36784534352,36542373519,36532314192,36522313686,36512313180,36512305078,36512305078,36512305078,36512305078,"210,36%","0,66%","0,03%","0,03%","0,03%","0,00%","0,00%","0,00%","0,00%",,,
139,107593125703,48174013703,48057685203,48026578612,48014362647,48014362611,48014362615,48014362615,48014362652,48014362616,"123,34%","0,24%","0,06%","0,03%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
140,123697537554,52645660213,52526883218,52476056135,52469411104,52469411104,52469411037,52469411042,52469411042,52469411104,"134,96%","0,23%","0,10%","0,01%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
141,108970799099,58608639152,58451458561,58394579386,58386425668,58384490471,58384490495,58384490468,58384490449,58384490473,"85,93%","0,27%","0,10%","0,01%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
142,125669358751,123257960269,123204234036,123201565449,123201565463,123201565453,123201565444,123201565448,123201565455,123201565455,"1,96%","0,04%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
143,138844830882,53133457900,52982042022,52936760356,52917030435,52904532907,52902872750,52902872751,52902872705,52902872705,"161,31%","0,29%","0,09%","0,04%","0,02%","0,00%","0,00%","0,00%","0,00%",,,
144,125485605290,49977275317,49867326900,49852331575,49845677609,49845677627,49845677624,49845677674,49845677705,49845677629,"151,09%","0,22%","0,03%","0,01%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
145,115208183221,69297407690,69207005968,69170226550,69164041866,69164041861,69164041856,69164041854,69164041871,69164041855,"66,25%","0,13%","0,05%","0,01%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
146,101477554755,44522272920,44419351890,44389359881,44372018023,44372018001,44372019837,44372018072,44372019906,44372018011,"127,93%","0,23%","0,07%","0,04%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
147,99380293752,45563882625,45465246738,45439573431,45426241173,45426241173,45426241173,45426241173,45426241173,45426241173,"118,11%","0,22%","0,06%","0,03%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
148,75370919083,44071586711,43933876597,43894608008,43873105602,43870048236,43870048271,43870048271,43870048271,43870046402,"71,02%","0,31%","0,09%","0,05%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
149,86323973383,50438944217,50263752094,50206253053,50196238756,50191239082,50191233188,50191233152,50191233152,50191233144,"71,15%","0,35%","0,11%","0,02%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
150,94407813363,58804870286,54066890438,49935594448,48953271086,48947164727,48945498341,48945496578,48945496461,48945498382,"60,54%","8,76%","8,27%","2,01%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
151,102730470853,87086891192,82300256351,78080310533,77083045241,77083045241,77083045229,77083045229,77083045259,77083045259,"17,96%","5,82%","5,40%","1,29%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
152,104311737162,50835007492,49370251014,49296566719,49279897591,49275231068,49273236489,49273236534,49273236562,49273236562,"105,20%","2,97%","0,15%","0,03%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
153,114558783705,52085453000,51913599668,51883605519,51876495048,51875947331,51875947329,51875947361,51875947345,51875947367,"119,94%","0,33%","0,06%","0,01%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
154,81669749948,47716135874,47533958778,47472308495,47462302412,47462302407,47462302437,47462302444,47462302429,47462302454,"71,16%","0,38%","0,13%","0,02%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
155,85289466467,42168718830,42024482624,41995583883,41977832316,41977832316,41977832316,41977834143,41977834109,41977832291,"102,26%","0,34%","0,07%","0,04%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
156,70475303888,42636802371,42483769651,42449651406,42424762356,42424762356,42424762317,42424762367,42424762367,42424762383,"65,29%","0,36%","0,08%","0,06%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
157,97379048151,48012507556,47854824912,47816504564,47803166963,47803166963,47803166956,47803166978,47803166988,47803166931,"102,82%","0,33%","0,08%","0,03%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
158,"89538793895,9999",54692743081,54538847979,54488298830,54479130716,54475521160,54475521189,54475521198,54475521167,54475521185,"63,71%","0,28%","0,09%","0,02%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
159,117827136845,58405523999,58267253006,58230607383,58230607413,58230607438,58230607430,58230607437,58230607388,58230607434,"101,74%","0,24%","0,06%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
160,102542156770,54535652461,54425666383,54398999043,54388332271,54381684334,54381684334,54381684334,54381684334,54381684334,"88,03%","0,20%","0,05%","0,02%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
161,"97612761724,9998",51515804807,51368619026,51308642437,51303618026,51298624366,51298624369,51298624366,51298624357,51298624343,"89,48%","0,29%","0,12%","0,01%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
162,125880872744,101157121746,100944637004,100872703478,100862592920,100853138086,100853138086,100853138086,100853138086,100853138086,"24,44%","0,21%","0,07%","0,01%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
163,104485043059,52159790590,52054449742,51998301911,51996328726,51996326906,51996326862,51996326869,51996326865,51996326865,"100,32%","0,20%","0,11%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
164,101831776301,50671516744,50553584274,50506944112,50502954744,50502956560,50502956560,50502956563,50502956560,50502956560,"100,96%","0,23%","0,09%","0,01%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
165,71010850715,48054731108,46899292356,46833184331,46824290561,46824290561,46824290561,46824290561,46824290561,46824290561,"47,77%","2,46%","0,14%","0,02%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
166,101267950053,61131333195,56606195799,52314897225,52314897225,52314897225,52314897225,52314897225,52314897225,52314897225,"65,66%","7,99%","8,20%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
167,93575534513,60547007891,55986795001,51701817911,51509722581,51509722581,51509722581,51509722581,51509722581,51509722581,"54,55%","8,15%","8,29%","0,37%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
168,82330592070,46682786349,42097812803,42056975525,42039468712,42035302180,42031135601,42030310630,42030310630,42030310630,"76,36%","10,89%","0,10%","0,04%","0,01%","0,01%","0,00%","0,00%","0,00%",,,
169,79681997348,48771796329,48550979248,48494103446,48463881070,48455014810,48455014810,48455014809,48455014809,48455014809,"63,38%","0,45%","0,12%","0,06%","0,02%","0,00%","0,00%","0,00%","0,00%",,,
170,98161347154,62254350296,62018578496,61951610411,61916267384,61916267384,61916267384,61916267418,61916267418,61916267384,"57,68%","0,38%","0,11%","0,06%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
171,101719307078,44868982959,44742299110,44712292479,44693648832,44693648832,44693648796,44693648815,44693648815,44693650700,"126,70%","0,28%","0,07%","0,04%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
172,114658788242,77842925272,77741255652,77713281606,77709302464,77709304297,77709304222,77709302439,77709302403,77709304216,"47,30%","0,13%","0,04%","0,01%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
173,125137854613,53842839029,52490938231,52435958061,52423950473,52423950500,52423950488,52423950498,52423950489,52423950541,"132,41%","2,58%","0,10%","0,02%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
174,121382733906,57253038093,57076021157,57028332607,57028332600,57028332643,57028332642,57028332606,57028332641,57028332596,"112,01%","0,31%","0,08%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
175,84462341655,53589178422,53324724898,53165330218,53154885840,53147104904,53147104904,53147104904,53147104904,53147104831,"57,61%","0,50%","0,30%","0,02%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
176,96334072302,87700768722,87579400257,87527517391,87518417656,87518417656,87518417656,87518417656,87518417656,87518417670,"9,84%","0,14%","0,06%","0,01%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
177,96017090622,60421542133,55810667161,51483184968,51088742930,51088182565,51088182541,51088182643,51088180764,51088180764,"58,91%","8,26%","8,41%","0,77%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
178,114740341207,52398238534,51508600723,51472497940,51466272037,51466272112,51466272062,51466272028,51466272085,51466272037,"118,98%","1,73%","0,07%","0,01%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
179,94972868949,49596866889,48945852149,48895849517,48875055448,48864230373,48860910597,48860910596,48860910612,48860910611,"91,49%","1,33%","0,10%","0,04%","0,02%","0,01%","0,00%","0,00%","0,00%",,,
180,63490879439,48335555520,48233839482,48203187435,48197130663,48192186021,48191861360,48191861360,48191861414,48191861426,"31,35%","0,21%","0,06%","0,01%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
181,64130946910,48105255216,48014256768,47979041634,47971526639,47970977237,47970977252,47970977252,47970977239,47970977260,"33,31%","0,19%","0,07%","0,02%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
182,65994355156,50097084184,49990988487,49944643445,49944643550,49944643463,49944643453,49944643441,49944643436,49944643472,"31,73%","0,21%","0,09%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
183,84492084741,45593421711,45465289834,45427913961,45420132433,45420132368,45420132363,45420132372,45420132405,45420132393,"85,32%","0,28%","0,08%","0,02%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
184,85287869696,44911204577,44754528667,44721198549,44707870514,44707868732,44707868659,44707870571,44707868695,44707870484,"89,90%","0,35%","0,07%","0,03%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
185,87837892735,43783967773,43664573564,43634036316,43620705011,43617914687,43617914606,43617914606,43617914606,43617914606,"100,62%","0,27%","0,07%","0,03%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
186,98545526865,65127052564,64958734850,64902056207,64880393833,64868727418,64863726586,64863726586,64863726586,64863726586,"51,31%","0,26%","0,09%","0,03%","0,02%","0,01%","0,00%","0,00%","0,00%",,,
187,"57784903745,9991",42997564077,40091126720,40062556817,40050118894,40050118849,40050118889,40050118891,40050118868,40050118907,"34,39%","7,25%","0,07%","0,03%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
188,90990163065,78924354838,76649864666,76608061275,76584560590,76577415797,76573580537,76570419406,76570419411,76570419495,"15,29%","2,97%","0,05%","0,03%","0,01%","0,01%","0,00%","0,00%","0,00%",,,
189,74216158150,42767997039,40816676623,40784679275,40773696387,40773695957,40773695895,40773695915,40773695921,40773695915,"73,53%","4,78%","0,08%","0,03%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
190,116289124272,52520339031,48496707151,46657369733,46643037094,46635363368,46631359960,46631359955,46631359955,46631359939,"121,42%","8,30%","3,94%","0,03%","0,02%","0,01%","0,00%","0,00%","0,00%",,,
191,99928126947,51223982602,51003602686,50942715936,50935536730,50930592292,50930256259,50930256207,50930256247,50930256247,"95,08%","0,43%","0,12%","0,01%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
192,87991724182,48471007674,48357097654,48314437259,48298451255,48292114603,48290116904,48290116911,48290116913,48290116913,"81,53%","0,24%","0,09%","0,03%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
193,79678051549,53633286005,53537066744,53491990332,53481546014,53473790555,53473790555,53473790555,53473790555,53473790555,"48,56%","0,18%","0,08%","0,02%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
194,116381160225,57998624132,53796982006,49696859909,48096443791,48094233438,48094233436,48094233436,48094233481,48094233481,"100,66%","7,81%","8,25%","3,33%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
195,84195661148,55736074960,51473100443,47316383243,45915043738,45915043678,45915045592,45915043710,45915043708,45915043717,"51,06%","8,28%","8,78%","3,05%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
196,59971436795,43640109260,42216758597,42188752543,42180095510,42180095492,42180095510,42180095514,42180095511,42180095479,"37,42%","3,37%","0,07%","0,02%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
197,72203325652,48988614169,48829618338,48777298329,48770652699,48770654589,48770652748,48770652748,48770654533,48770654533,"47,39%","0,33%","0,11%","0,01%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
198,74162445000,51001331325,50799302201,50766133091,50766133051,50766133064,50766133064,50766133088,50766133090,50766133076,"45,41%","0,40%","0,07%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
199,85141522262,58225640030,56595133853,56548465016,56532932861,56526824417,56525161642,56525159855,56525161642,56525161600,"46,23%","2,88%","0,08%","0,03%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
200,94138500761,49679057178,48930811549,48890134129,48880816402,48880816398,48880816398,48880816398,48880816381,48880816392,"89,49%","1,53%","0,08%","0,02%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
201,131449424748,76212643678,75069378130,75020492756,74996042517,74984386023,74977711710,74977711719,74977711714,74977711705,"72,48%","1,52%","0,07%","0,03%","0,02%","0,01%","0,00%","0,00%","0,00%",,,
202,117628918355,52192056988,52010730170,51938107411,51923775202,51923775224,51923775206,51923775250,51923775218,51923775251,"125,38%","0,35%","0,14%","0,03%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
203,102823104240,52407532325,52308141463,52262817190,52256133349,52251188929,52250865804,52250865824,52250865778,52250865778,"96,20%","0,19%","0,09%","0,01%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
204,115290067036,68776528312,68671539652,68640537797,68633460271,68632892050,68632892021,68632893963,68632892019,68632892069,"67,63%","0,15%","0,05%","0,01%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
205,112256721909,52324319694,52192832450,52152823392,52147810861,52142816099,52142814194,52142814214,52142814214,52142814214,"114,54%","0,25%","0,08%","0,01%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
206,86231132331,48592757007,47919529756,47890533556,47882521691,47882521655,47882521562,47882521562,47882523464,47882521562,"77,46%","1,40%","0,06%","0,02%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
207,78835041431,50415303839,50239660238,50188532502,50181580442,50181309140,50181309258,50181309168,50181309143,50181309124,"56,37%","0,35%","0,10%","0,01%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
208,120778681708,53943736119,53441972788,53404497207,53390509242,53384613327,53383282697,53383282697,53383282691,53383282667,"123,90%","0,94%","0,07%","0,03%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
209,138274022293,90618783215,90288432646,90243106018,90234669767,90229778825,90229122200,90229122134,90229123957,90229123975,"52,59%","0,37%","0,05%","0,01%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
210,111040503966,51043639274,50282706701,50258060322,50252736001,50252736001,50252734211,50252734211,50252734189,50252734189,"117,54%","1,51%","0,05%","0,01%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
211,96980643202,46991340136,46869725746,46853045601,46846386404,46846386404,46846386404,46846386404,46846388239,46846388235,"106,38%","0,26%","0,04%","0,01%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
212,73738905067,47810430418,47546311942,47469950717,47451937594,47447215272,47445552376,47445552376,47445552362,47445552401,"54,23%","0,56%","0,16%","0,04%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
213,98533361975,49301110437,48653764785,48616313636,48609659134,48609659187,48609659123,48609659121,48609659162,48609659136,"99,86%","1,33%","0,08%","0,01%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
214,91768096363,49729485302,49432368409,49400939731,49394295454,49389406650,49388746162,49388746214,49388746207,49388746264,"84,53%","0,60%","0,06%","0,01%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
215,60465438317,42703910086,41497457504,41458682677,41439123797,41439123847,41439123769,41439123794,41439123807,41439123774,"41,59%","2,91%","0,09%","0,05%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
216,53439864865,42187377034,42067709019,42020028792,42010706393,42010706386,42010706402,42010706383,42010706377,42010706402,"26,67%","0,28%","0,11%","0,02%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
217,72682915700,63553762476,63461241653,63433132636,63424250634,63424250634,63424250634,63424250634,63424250634,63424250634,"14,36%","0,15%","0,04%","0,01%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
218,126779150964,82299145561,82098857843,82045656277,82040881507,82040881507,82040881507,82040881508,82040883343,82040881506,"54,05%","0,24%","0,06%","0,01%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
219,150885846288,56965507675,55850272149,55780510799,55777650623,55777650602,55777650605,55777650605,55777650605,55777650623,"164,87%","2,00%","0,13%","0,01%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
220,143647677044,61923606924,52383850321,50870493658,50805473489,50805473489,50805473489,50805473489,50805473550,50805473563,"131,98%","18,21%","2,97%","0,13%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
221,75358666113,55431787070,47604992199,44668055574,44648055693,44648055739,44648055685,44648055697,44648055697,44648055727,"35,95%","16,44%","6,58%","0,04%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
222,68245034740,47341902690,43690278976,43609163767,43584749516,43584749526,43584749477,43584749502,43584749477,43584749502,"44,15%","8,36%","0,19%","0,06%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
223,70736408974,48772195747,41884213228,41844737787,41829183497,41829183495,41829183468,41829183527,41829183527,41829183489,"45,03%","16,45%","0,09%","0,04%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
